全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
382019,J000000017,愛媛県松山市,たちばな児童クラブ第１,タチバナジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市針田町209番地1,愛媛県,松山市,針田町,209-1,,33.82368047,132.7342948,,,,,(089)973-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000018,愛媛県松山市,たちばな児童クラブ第２,タチバナジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市針田町209番地1,愛媛県,松山市,針田町,209-1,,33.82368047,132.7342948,,,,,(089)972-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000019,愛媛県松山市,みどり児童クラブ第１,ミドリジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市西長戸町638番地1,愛媛県,松山市,西長戸町,638-1,,33.8692181,132.737801,,,,,(089)927-5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000020,愛媛県松山市,みどり児童クラブ第２,ミドリジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市西長戸町493番地2,愛媛県,松山市,西長戸町,493-2,,33.86665919,132.7404379,,,,,(089)926-0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000021,愛媛県松山市,みどり児童クラブ第３,ミドリジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市西長戸町493番地2,愛媛県,松山市,西長戸町,493-2,,33.86665919,132.7404379,,,,,(089)927-5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000022,愛媛県松山市,北久米児童クラブ第１,キタクメジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市福音寺町9番地,愛媛県,松山市,福音寺町,9,,33.82049342,132.7984092,,,,,(089)970-1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000023,愛媛県松山市,北久米児童クラブ第２,キタクメジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市福音寺町9番地,愛媛県,松山市,福音寺町,9,,33.82049342,132.7984092,,,,,(089)970-1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000024,愛媛県松山市,北久米児童クラブ第３,キタクメジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市福音寺町9番地,愛媛県,松山市,福音寺町,9,,33.82049342,132.7984092,,,,,(089)970-2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000025,愛媛県松山市,素鵞児童クラブ第１,ソガジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市小坂1丁目4番48号,愛媛県,松山市,小坂1,4-48,,33.83531528,132.7800889,,,,,(089)931-0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000026,愛媛県松山市,素鵞児童クラブ第２,ソガジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市小坂1丁目4番48号,愛媛県,松山市,小坂1,4-48,,33.83531528,132.7800889,,,,,(089)931-0998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000027,愛媛県松山市,久枝児童クラブ第１,ヒサエダジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市安城寺町586番地1,愛媛県,松山市,安城寺町,586-1,,33.87155573,132.7405872,,,,,(089)923-6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000028,愛媛県松山市,久枝児童クラブ第２,ヒサエダジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市安城寺町586番地1,愛媛県,松山市,安城寺町,586-1,,33.87155573,132.7405872,,,,,(089)925-4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000029,愛媛県松山市,久枝児童クラブ第３,ヒサエダジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市安城寺町586番地1,愛媛県,松山市,安城寺町,586-1,,33.87155573,132.7405872,,,,,(089)925-4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000030,愛媛県松山市,道後児童クラブ第１,ドウゴジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市石手4丁目10番5号,愛媛県,松山市,石手4,10-5,,33.8453844,132.7917549,,,,,(089)947-0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000031,愛媛県松山市,道後児童クラブ第２,ドウゴジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市石手4丁目10番5号,愛媛県,松山市,石手4,10-5,,33.8453844,132.7917549,,,,,(089)941-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000032,愛媛県松山市,道後児童クラブ第３,ドウゴジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市石手4丁目10番5号,愛媛県,松山市,石手4,10-5,,33.8453844,132.7917549,,,,,(089)947-0990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000033,愛媛県松山市,道後児童クラブ第４,ドウゴジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市石手4丁目10番5号,愛媛県,松山市,石手4,10-5,,33.8453844,132.7917549,,,,,(089)947-0991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000034,愛媛県松山市,久米児童クラブ第１,クメジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市鷹子町15番地1,愛媛県,松山市,鷹子町,15-1,,33.81073539,132.8067227,,,,,(089)970-0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000035,愛媛県松山市,久米児童クラブ第２,クメジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市鷹子町15番地1,愛媛県,松山市,鷹子町,15-1,,33.81073539,132.8067227,,,,,(089)970-0998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000036,愛媛県松山市,久米児童クラブ第３,クメジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市鷹子町15番地1,愛媛県,松山市,鷹子町,15-1,,33.81073539,132.8067227,,,,,(089)970-0992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000037,愛媛県松山市,久米児童クラブ第４,クメジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市鷹子町15番地1,愛媛県,松山市,鷹子町,15-1,,33.81073539,132.8067227,,,,,(089)970-1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000038,愛媛県松山市,石井児童クラブ第１,イシイジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市東石井6丁目8番52号,愛媛県,松山市,東石井6,8-52,,33.8110435,132.7767725,,,,,(089)958-8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000039,愛媛県松山市,石井児童クラブ第２,イシイジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市東石井6丁目8番52号,愛媛県,松山市,東石井6,8-52,,33.8110435,132.7767725,,,,,(089)958-8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000040,愛媛県松山市,石井児童クラブ第３,イシイジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市東石井6丁目8番52号,愛媛県,松山市,東石井6,8-52,,33.8110435,132.7767725,,,,,(089)956-2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000041,愛媛県松山市,双葉児童クラブ第１,フタバジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市土居田町123番地3,愛媛県,松山市,土居田町,123-3,,33.82347137,132.7524119,,,,,(089)932-6870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000042,愛媛県松山市,双葉児童クラブ第２,フタバジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市土居田町123番地3,愛媛県,松山市,土居田町,123-3,,33.82347137,132.7524119,,,,,(089)921-0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000043,愛媛県松山市,味酒児童クラブ第１,ミサケジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市宮西2丁目2番21号,愛媛県,松山市,宮西2,2-21,,33.84764624,132.7526377,,,,,(089)923-8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000044,愛媛県松山市,味酒児童クラブ第２,ミサケジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市宮西2丁目2番21号,愛媛県,松山市,宮西2,2-21,,33.84764624,132.7526377,,,,,(089)923-9002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000045,愛媛県松山市,味酒児童クラブ第３,ミサケジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市宮西2丁目2番21号,愛媛県,松山市,宮西2,2-21,,33.84764624,132.7526377,,,,,(089)923-8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000046,愛媛県松山市,味酒児童クラブ第４,ミサケジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市宮西2丁目2番21号,愛媛県,松山市,宮西2,2-21,,33.84764624,132.7526377,,,,,(089)923-8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000047,愛媛県松山市,清水児童クラブ,シミズジドウクラブ,,放課後児童クラブ,382019,,愛媛県松山市清水町3丁目15番地,愛媛県,松山市,清水町3,15,,33.85222887,132.7677536,,,,,(089)923-7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000048,愛媛県松山市,生石児童クラブ第１,ショウセキジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市高岡町630番地の3,愛媛県,松山市,高岡町,630-3,,33.83165021,132.7160888,,,,,(089)972-0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000049,愛媛県松山市,生石児童クラブ第２,ショウセキジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市高岡町630番地の3,愛媛県,松山市,高岡町,630-3,,33.83165021,132.7160888,,,,,(089)972-0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000050,愛媛県松山市,生石児童クラブ第３,ショウセキジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市高岡町630番地の3,愛媛県,松山市,高岡町,630-3,,33.83165021,132.7160888,,,,,(089)974-2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000051,愛媛県松山市,生石児童クラブ第４,ショウセキジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市高岡町630番地の3,愛媛県,松山市,高岡町,630-3,,33.83165021,132.7160888,,,,,(089)974-2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000052,愛媛県松山市,生石児童クラブ第５,ショウセキジドウクラブダイゴ,,放課後児童クラブ,382019,,愛媛県松山市高岡町630番地の3,愛媛県,松山市,高岡町,630-3,,33.83165021,132.7160888,,,,,(089)974-1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000053,愛媛県松山市,余土児童クラブ第１,ヨドジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市余戸東4丁目1番19号,愛媛県,松山市,余戸東4,1-19,,33.81637,132.73631,,,,,(089)971-4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000054,愛媛県松山市,余土児童クラブ第２,ヨドジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市余戸東4丁目1番19号,愛媛県,松山市,余戸東4,1-19,,33.81637,132.73631,,,,,(089)971-5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000055,愛媛県松山市,余土児童クラブ第３,ヨドジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市余戸東4丁目1番19号,愛媛県,松山市,余戸東4,1-19,,33.81637,132.73631,,,,,(089)971-5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000056,愛媛県松山市,石井北児童クラブ第１,イシイキタジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市和泉南1丁目3番32号,愛媛県,松山市,和泉南1,3-32,,33.81900761,132.7677157,,,,,(089)958-5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000057,愛媛県松山市,石井北児童クラブ第２,イシイキタジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市和泉南1丁目3番32号,愛媛県,松山市,和泉南1,3-32,,33.81900761,132.7677157,,,,,(089)958-5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000058,愛媛県松山市,石井北児童クラブ第３,イシイキタジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市和泉南1丁目3番32号,愛媛県,松山市,和泉南1,3-32,,33.81900761,132.7677157,,,,,(089)958-6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000059,愛媛県松山市,石井北児童クラブ第４,イシイキタジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市和泉南1丁目3番32号,愛媛県,松山市,和泉南1,3-32,,33.81900761,132.7677157,,,,,(089)958-6011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000060,愛媛県松山市,宮前児童クラブ第１,ミヤマエジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市祓川2丁目5-8,愛媛県,松山市,祓川2,5-8,,33.85979609,132.71983721,,,,,(089)951-4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000061,愛媛県松山市,宮前児童クラブ第２,ミヤマエジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市祓川1丁目3-39,愛媛県,松山市,祓川1,3-39,,33.85943844,132.7205871,,,,,(089)951-0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000062,愛媛県松山市,宮前児童クラブ第３,ミヤマエジドウクラブダイサン,,放課後児童クラブ,382019,,祓愛媛県松山祓川1丁目3-39,愛媛県,松山市,祓川1,3-39,,33.85943844,132.7205871,,,,,(089)951-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000063,愛媛県松山市,湯築児童クラブ第１,ユヅキジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市道後北代10番41号,愛媛県,松山市,道後北代,10-41,,33.85379425,132.7774372,,,,,(089)927-5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000064,愛媛県松山市,湯築児童クラブ第２,ユヅキジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市道後北代10番41号,愛媛県,松山市,道後北代,10-41,,33.85379425,132.7774372,,,,,(089)925-0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000065,愛媛県松山市,湯築児童クラブ第３,ユヅキジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市道後北代10番41号,愛媛県,松山市,道後北代,10-41,,33.85379425,132.7774372,,,,,(089)925-0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000066,愛媛県松山市,窪田児童クラブ,クボタジドウクラブ,,放課後児童クラブ,382019,,愛媛県松山市久米窪田町307番地,愛媛県,松山市,久米窪田町,307,,33.80140515,132.8149312,,,,,(089)970-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000067,愛媛県松山市,堀江児童クラブ第１,ホリエジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市福角町甲1280番地5,愛媛県,松山市,福角町,甲1280-5,,33.90190941,132.7591761,,,,,(089)979-4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000068,愛媛県松山市,堀江児童クラブ第２,ホリエジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市福角町甲1409番地2,愛媛県,松山市,福角町,甲1409-2,,33.90137454,132.7583156,,,,,(089)978-0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000069,愛媛県松山市,潮見児童クラブ第１,シオミジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市吉藤4丁目4番28号,愛媛県,松山市,吉藤4,4-28,,33.87463501,132.7550042,,,,,(089)924-1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000070,愛媛県松山市,潮見児童クラブ第２,シオミジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市吉藤4丁目4番28号,愛媛県,松山市,吉藤4,4-28,,33.87463501,132.7550042,,,,,(089)924-1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000071,愛媛県松山市,潮見児童クラブ第３,シオミジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市吉藤4丁目4番28号,愛媛県,松山市,吉藤4,4-28,,33.87463501,132.7550042,,,,,(089)922-0511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000072,愛媛県松山市,和気児童クラブ第１,ワケジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市太山寺町1111の1,愛媛県,松山市,太山寺町,1111-1,,33.88971756,132.7329426,,,,,(089)979-6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000073,愛媛県松山市,和気児童クラブ第２,ワケジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市太山寺町1111の1,愛媛県,松山市,太山寺町,1111-1,,33.88971756,132.7329426,,,,,(089)979-6713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000074,愛媛県松山市,姫山児童クラブ第１,ヒメヤマジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市姫原1丁目3番13号,愛媛県,松山市,姫原1,3-13,,33.8651072,132.7639219,,,,,(089)927-4611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000075,愛媛県松山市,姫山児童クラブ第２,ヒメヤマジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市山越3丁目800番地,愛媛県,松山市,山越3,800,,33.86341591,132.7637945,,,,,(089)927-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000076,愛媛県松山市,味生児童クラブ第１,ミブジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市別府町166番地の4,愛媛県,松山市,別府町,166-4,,33.84437754,132.7249714,,,,,(089)951-6173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000077,愛媛県松山市,味生児童クラブ第２,ミブジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市別府町166番地の4,愛媛県,松山市,別府町,166-4,,33.84437754,132.7249714,,,,,(089)951-6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000078,愛媛県松山市,味生児童クラブ第３,ミブジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市別府町166番地の4,愛媛県,松山市,別府町,166-4,,33.84437754,132.7249714,,,,,(089)951-6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000079,愛媛県松山市,味生児童クラブ第４,ミブジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市別府町166番地の4,愛媛県,松山市,別府町,166-4,,33.84437754,132.7249714,,,,,(089)951-0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000080,愛媛県松山市,味生児童クラブ第５,ミブジドウクラブダイゴ,,放課後児童クラブ,382019,,愛媛県松山市別府町166番地の4,愛媛県,松山市,別府町,166-4,,33.84437754,132.7249714,,,,,(089)951-6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000081,愛媛県松山市,垣生児童クラブ第１,ハブジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市西垣生町730番地の1,愛媛県,松山市,西垣生町,730-1,,33.81390863,132.7053558,,,,,(089)973-0613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000082,愛媛県松山市,垣生児童クラブ第２,ハブジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市西垣生町730番地の1,愛媛県,松山市,西垣生町,730-1,,33.81390863,132.7053558,,,,,(089)973-0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000083,愛媛県松山市,垣生児童クラブ第３,ハブジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市西垣生町730番地の1,愛媛県,松山市,西垣生町,730-1,,33.81390863,132.7053558,,,,,(089)973-2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000084,愛媛県松山市,垣生児童クラブ第４,ハブジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市西垣生町730番地の1,愛媛県,松山市,西垣生町,730-1,,33.81390863,132.7053558,,,,,(089)973-2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000085,愛媛県松山市,湯山児童クラブ第１,ユヤマジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市食場町甲128番地,愛媛県,松山市,食場町,甲128,,33.86078759,132.8142391,,,,,(089)977-9676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000086,愛媛県松山市,湯山児童クラブ第２,ユヤマジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市食場町甲128番地,愛媛県,松山市,食場町,甲128,,33.86078759,132.8142391,,,,,(089)977-9681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000087,愛媛県松山市,湯山児童クラブ第３,ユヤマジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市食場町甲128番地,愛媛県,松山市,食場町,甲128,,33.86078759,132.8142391,,,,,(089)977-9673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000088,愛媛県松山市,味生第二児童クラブA,ミブダイニジドウクラブエー,,放課後児童クラブ,382019,,愛媛県松山市別府町3番地1,愛媛県,松山市,別府町,3-1,,33.84396433,132.7285555,,,,,(089)952-2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000089,愛媛県松山市,味生第二児童クラブB,ミブダイニジドウクラブビー,,放課後児童クラブ,382019,,愛媛県松山市別府町3番地1,愛媛県,松山市,別府町,3-1,,33.84396433,132.7285555,,,,,(089)952-6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000090,愛媛県松山市,味生第二児童クラブＣ,ミブダイニジドウクラブシー,,放課後児童クラブ,382019,,愛媛県松山市別府町177番地1,愛媛県,松山市,別府町,177-1,,33.84282586,132.72601234,,,,,(089)953-5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000091,愛媛県松山市,椿児童クラブ第１,ツバキジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市古川北3丁目8番20号,愛媛県,松山市,古川北3,8-20,,33.81108685,132.764584,,,,,(089)957-0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000092,愛媛県松山市,椿児童クラブ第２,ツバキジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市和泉南6丁目1番47号,愛媛県,松山市,和泉南6,1-47,,33.81126827,132.7600051,,,,,(089)957-1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000093,愛媛県松山市,椿児童クラブ第３,ツバキジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市和泉南6丁目1番47号,愛媛県,松山市,和泉南6,1-47,,33.81126827,132.7600051,,,,,(089)957-1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000094,愛媛県松山市,椿児童クラブ第４,ツバキジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市和泉南6丁目1番47号,愛媛県,松山市,和泉南6,1-47,,33.81126827,132.7600051,,,,,(089)957-1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000095,愛媛県松山市,浮穴児童クラブ第１,ウケナジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市森松町850番地,愛媛県,松山市,森松町,850,,33.79379551,132.7967017,,,,,(089)975-8430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000096,愛媛県松山市,浮穴児童クラブ第２,ウケナジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市森松町832番地,愛媛県,松山市,森松町,832,,33.79229208,132.7988805,,,,,(089)976-0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000097,愛媛県松山市,さくら児童クラブ第１,サクラジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市余戸中4丁目11-1,愛媛県,松山市,余戸中4,11-1,,33.81816473,132.7283923,,,,,(089)971-5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000098,愛媛県松山市,さくら児童クラブ第２,サクラジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市余戸中4丁目11-1,愛媛県,松山市,余戸中4,11-1,,33.81816473,132.7283923,,,,,(089)971-5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000099,愛媛県松山市,さくら児童クラブ第３,サクラジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市余戸中4丁目11-1,愛媛県,松山市,余戸中4,11-1,,33.81816473,132.7283923,,,,,(089)971-0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000100,愛媛県松山市,福音児童クラブ第１,フクオンジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市福音寺町355番地1,愛媛県,松山市,福音寺町,355-1,,33.8212114,132.7910048,,,,,(089)970-0980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000101,愛媛県松山市,福音児童クラブ第２,フクオンジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市福音寺町355番地1,愛媛県,松山市,福音寺町,355-1,,33.8212114,132.7910048,,,,,(089)970-1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000102,愛媛県松山市,高浜児童クラブ第１,タカハマジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市梅津寺町1352番地2,愛媛県,松山市,梅津寺町,1352-2,,33.87614107,132.7081991,,,,,(089)951-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000103,愛媛県松山市,高浜児童クラブ第２,タカハマジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市梅津寺町1352番地2,愛媛県,松山市,梅津寺町,1352-2,,33.87614107,132.7081991,,,,,(089)951-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000104,愛媛県松山市,伊台児童クラブ第１,イダイジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市下伊台町1438番地の1,愛媛県,松山市,下伊台町,1438-1,,33.87894049,132.7982318,,,,,(089)977-1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000105,愛媛県松山市,伊台児童クラブ第２,イダイジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市下伊台町1438番地の1,愛媛県,松山市,下伊台町,1438-1,,33.87894049,132.7982318,,,,,(089)977-1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
